"Ident_8","Kmp_Rsys",Rijstrook,"X_coord_EPSG_31370","Y_coord_EPSG_31370","beschrijvende_id","breedtegraad_EPSG_4326","lengtegraad_EPSG_4326","lve_nr","unieke_id","volledige_naam"
R0010002,"2.04",R12,"154023.1689","215305.6397",H191L40,"51.24764736","4.426375522","100.0",3930,"Complex 1 Merksem"
A0011781,"0.014",R10,"156030.4401","178270.5853",S251L10,"50.9147277","4.454505309","282.0",2607,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"2.207",R10,"153991.6889","215137.4337",S292L10,"51.24613569","4.425922805","100.0",3931,"Complex 1 Merksem"
A0011761,"0.025",R10,"155998.5485","178235.4541",S205L10,"50.91441222","4.454051235","282.0",2606,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"2.207",R11,"153991.6889","215137.4337",S292L20,"51.24613569","4.425922805","100.0",3932,"Complex 1 Merksem"
N2110001,"0.778",R11,"156015.5303","178265.3463",S291L20,"50.91468076","4.454293206","282.0",2605,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"2.207",R12,"153991.6889","215137.4337",S292L30,"51.24613569","4.425922805","100.0",3933,"Complex 1 Merksem"
N2110001,"0.778",R10,"156015.5303","178265.3463",S291L10,"50.91468076","4.454293206","282.0",2604,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"0.561",R10,"154318.9853","216681.5145",H192L10,"51.26001193","4.430628653","102.0",3934,"Knooppunt E19 - A12"
N2110002,"0.266",R10,"156387.5175","177916.8129",S221L10,"50.91154367","4.459576717","283.0",2614,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"1.21",R10,"154065.1021","216125.2579",H192L10,"51.25501401","4.42698538","497.0",3946,"R1 RSS Snede kmpt 1.2"
A0011791,"0.026",R10,"156398.9023","177936.6849",S262L10,"50.91172218","4.459738946","283.0",2613,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"1.21",R11,"154065.1021","216125.2579",H192L20,"51.25501401","4.42698538","497.0",3947,"R1 RSS Snede kmpt 1.2"
N2110001,"0.268",R10,"156391.5521","177923.3115",S222L10,"50.91160204","4.459634198","283.0",2612,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"1.21",R12,"154065.1021","216125.2579",H192L30,"51.25501401","4.42698538","497.0",3948,"R1 RSS Snede kmpt 1.2"
N0210001,"9.811",R10,"156575.8729","177716.5447",H291L10,"50.90974127","4.462251321","283.0",2611,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"1.21",R13,"154065.1021","216125.2579",H192L40,"51.25501401","4.42698538","497.0",3949,"R1 RSS Snede kmpt 1.2"
N2119032,"0.188",R10,"156569.3371","177712.4617",H206L10,"50.90970464","4.462158318","283.0",2610,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"0.602",R08,"154335.2419","216663.7851",H107L10,"51.25985245","4.430861319","102.0",3940,"Knooppunt E19 - A12"
A0011751,"0.014",R10,"156327.4777","177945.4165",S206L10,"50.91180146","4.458723511","283.0",2619,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"0.602",R09,"154335.2419","216663.7851",H107L20,"51.25985245","4.430861319","102.0",3941,"Knooppunt E19 - A12"
N2119032,"0.528",R10,"156337.8859","177953.7157",S231L10,"50.91187595","4.45887165","283.0",2618,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"1.22",R09,"154084.7991","216111.4005",H191L10,"51.25488932","4.427267357","497.0",3942,"R1 RSS Snede kmpt 1.2"
A0011771,"0.063",R10,"156308.5139","177828.3721",S282L10,"50.91074952","4.458451839","283.0",2617,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"1.22",R10,"154084.7991","216111.4005",H191L20,"51.25488932","4.427267357","497.0",3943,"R1 RSS Snede kmpt 1.2"
A0011711,"0.465",R10,"156379.8253","177898.6931",S208L10,"50.91138087","4.459467025","283.0",2616,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"1.22",R11,"154084.7991","216111.4005",H191L30,"51.25488932","4.427267357","497.0",3944,"R1 RSS Snede kmpt 1.2"
A0011701,"0.004",R10,"156355.2533","177905.1767",S281L10,"50.91143943","4.459117752","283.0",2615,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"1.22",R12,"154084.7991","216111.4005",H191L40,"51.25488932","4.427267357","497.0",3945,"R1 RSS Snede kmpt 1.2"
N0210001,"9.873",R11,"156636.3291","177702.5753",S202L20,"50.90961501","4.463110656","283.0",2625,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"5.297",R10,"155594.7539","212714.7253",H291L30,"51.22434613","4.448842604","504.0",3957,"R1 RSS Snede kmpt 5.3"
N0210001,"9.873",R10,"156636.3291","177702.5753",S202L10,"50.90961501","4.463110656","283.0",2624,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"5.297",R11,"155594.7539","212714.7253",H291L40,"51.22434613","4.448842604","504.0",3958,"R1 RSS Snede kmpt 5.3"
N0210001,"9.574",R11,"156345.6461","177767.1565",S212L20,"50.91019882","4.458978745","283.0",2623,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"5.297",R12,"155594.7539","212714.7253",H291L50,"51.22434613","4.448842604","504.0",3959,"R1 RSS Snede kmpt 5.3"
N0210001,"9.574",R10,"156345.6461","177767.1565",S212L10,"50.91019882","4.458978745","283.0",2622,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
N0210002,"9.54",R11,"156311.3809","177768.6493",S211L20,"50.91021261","4.45849157","283.0",2621,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
N0210002,"9.54",R10,"156311.3809","177768.6493",S211L10,"50.91021261","4.45849157","283.0",2620,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"5.115",R08,"155469.5427","212853.9843",H192L10,"51.22559906","4.447052409","503.0",3950,"R1 RSS Snede kmpt 5.1"
R0010001,"5.115",R09,"155469.5427","212853.9843",H192L20,"51.22559906","4.447052409","503.0",3951,"R1 RSS Snede kmpt 5.1"
R0010001,"5.115",R10,"155469.5427","212853.9843",H192L30,"51.22559906","4.447052409","503.0",3952,"R1 RSS Snede kmpt 5.1"
N0210041,"0.014",R10,"156593.6061","177735.2295",S105L10,"50.90990904","4.462503796","283.0",2629,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"5.115",R11,"155469.5427","212853.9843",H192L40,"51.22559906","4.447052409","503.0",3953,"R1 RSS Snede kmpt 5.1"
N0210002,"9.964",R11,"156726.8233","177692.4813",S101L20,"50.90952322","4.464397149","283.0",2628,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010001,"5.115",R12,"155469.5427","212853.9843",H192L50,"51.22559906","4.447052409","503.0",3954,"R1 RSS Snede kmpt 5.1"
N0210002,"9.964",R10,"156726.8233","177692.4813",S101L10,"50.90952322","4.464397149","283.0",2627,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"5.297",R08,"155594.7539","212714.7253",H291L10,"51.22434613","4.448842604","504.0",3955,"R1 RSS Snede kmpt 5.3"
N0210001,"9.871",R10,"156634.4155","177702.9989",S207L10,"50.90961884","4.463083455","283.0",2626,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"5.297",R09,"155594.7539","212714.7253",H291L20,"51.22434613","4.448842604","504.0",3956,"R1 RSS Snede kmpt 5.3"
R0010001,"6.2",R12,"155685.9111","211839.0421",H192L40,"51.21647425","4.450133607","506.0",3970,"R1 RSS Snede kmpt 6.2"
A0140002,"61.884",R11,"115669.8771","195160.9503",S291L20,"51.06557416","3.87900611","155.0",1305,"complex Beervelde (11)"
A0100001,"61.943",R12,"87912.5423","195710.5767",H192L30,"51.06820565","3.482959292","137.0",2636,"Snede Aalter"
R0010001,"6.2",R10,"155685.9111","211839.0421",H192L20,"51.21647425","4.450133607","506.0",3968,"R1 RSS Snede kmpt 6.2"
A0140002,"61.884",R10,"115669.8771","195160.9503",S291L10,"51.06557416","3.87900611","155.0",1304,"complex Beervelde (11)"
A0100001,"61.943",R11,"87912.5423","195710.5767",H192L20,"51.06820565","3.482959292","137.0",2635,"Snede Aalter"
R0010001,"6.2",R11,"155685.9111","211839.0421",H192L30,"51.21647425","4.450133607","506.0",3969,"R1 RSS Snede kmpt 6.2"
A0141751,"0.479",R10,"116013.0165","195256.0315",H106L10,"51.06644903","3.883892306","155.0",1303,"complex Beervelde (11)"
A0100001,"61.943",R10,"87912.5423","195710.5767",H192L10,"51.06820565","3.482959292","137.0",2634,"Snede Aalter"
A0141711,"0.146",R10,"115820.0393","195166.5027",H108L10,"51.06563294","3.881147723","155.0",1302,"complex Beervelde (11)"
A0110611,"0.083",R10,"128872.3229","213211.1501",S108L00,"51.2284507","4.066301172","118.0",2633,"complex Kemzeke (11)"
A0140001,"62.13",R12,"115902.1367","195239.9509",H192L30,"51.06629798","3.882312027","155.0",1301,"complex Beervelde (11)"
N2110021,"0.04",R11,"156644.1561","177608.0303",S142L20,"50.90876502","4.463220221","283.0",2632,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
A0140001,"62.13",R11,"115902.1367","195239.9509",H192L20,"51.06629798","3.882312027","155.0",1300,"complex Beervelde (11)"
N2110021,"0.04",R10,"156644.1561","177608.0303",S142L10,"50.90876502","4.463220221","283.0",2631,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
N0210002,"9.742",R10,"156510.8489","177744.5885",H208L10,"50.90999411","4.461327284","283.0",2630,"DIA Complex nr 12 Vilvoorde-Luchthavenla"
R0010002,"5.297",R13,"155594.7539","212714.7253",H291L60,"51.22434613","4.448842604","504.0",3960,"R1 RSS Snede kmpt 5.3"
R0010002,"5.685",R08,"155752.1287","212345.7951",H291L10,"51.22102849","4.451089415","505.0",3961,"R1 RSS Snede kmpt 5.7"
R0010002,"5.685",R09,"155752.1287","212345.7951",H291L20,"51.22102849","4.451089415","505.0",3962,"R1 RSS Snede kmpt 5.7"
R0010002,"5.685",R10,"155752.1287","212345.7951",H291L30,"51.22102849","4.451089415","505.0",3963,"R1 RSS Snede kmpt 5.7"
A0140001,"82.75",R10,"133992.6363","202801.0751",H192L10,"51.13504428","4.140058866","156.0",1309,"complex St-Niklaas-West (14)"
R0010002,"5.685",R11,"155752.1287","212345.7951",H291L40,"51.22102849","4.451089415","505.0",3964,"R1 RSS Snede kmpt 5.7"
A0100002,"61.94",R12,"87906.9573","195689.7171",H191L30,"51.06801756","3.482883166","137.0",2639,"Snede Aalter"
A0141761,"0.425",R10,"115577.6079","195143.1817",S205L10,"51.06540897","3.877691521","155.0",1308,"complex Beervelde (11)"
R0010002,"5.685",R12,"155752.1287","212345.7951",H291L50,"51.22102849","4.451089415","505.0",3965,"R1 RSS Snede kmpt 5.7"
A0100002,"61.94",R11,"87906.9573","195689.7171",H191L20,"51.06801756","3.482883166","137.0",2638,"Snede Aalter"
A0141721,"0.07",R10,"115741.3287","195224.3303",S207L10,"51.06614809","3.880019456","155.0",1307,"complex Beervelde (11)"
R0010002,"5.685",R13,"155752.1287","212345.7951",H291L60,"51.22102849","4.451089415","505.0",3966,"R1 RSS Snede kmpt 5.7"
A0100002,"61.94",R10,"87906.9573","195689.7171",H191L10,"51.06801756","3.482883166","137.0",2637,"Snede Aalter"
A0140002,"61.884",R12,"115669.8771","195160.9503",S291L30,"51.06557416","3.87900611","155.0",1306,"complex Beervelde (11)"
R0010001,"6.2",R09,"155685.9111","211839.0421",H192L10,"51.21647425","4.450133607","506.0",3967,"R1 RSS Snede kmpt 6.2"
R0010002,"6.563",R09,"155538.3983","211503.7043",H291L20,"51.21346155","4.448017249","507.0",3980,"R1 RSS Snede kmpt 7.0"
R0010002,"6.563",R10,"155538.3983","211503.7043",H291L30,"51.21346155","4.448017249","507.0",3981,"R1 RSS Snede kmpt 7.0"
A0120002,"4.521",R10,"147597.8731","179945.6133",H191L10,"50.92981207","4.334584115","277.0",2650,"Oprit Meise Plantentuin"
A0010001,"27.19",R12,"154312.1565","201588.4981",S292L30,"51.12434865","4.430349515","256.0",2647,"Complex nr 7 Kontich"
A0145051,"0.484",R11,"133995.6449","202787.1371",H181L20,"51.13491908","4.14010246","156.0",1316,"complex St-Niklaas-West (14)"
R0010002,"6.563",R08,"155538.3983","211503.7043",H291L10,"51.21346155","4.448017249","507.0",3979,"R1 RSS Snede kmpt 7.0"
A0145051,"0.484",R10,"133995.6449","202787.1371",H181L10,"51.13491908","4.14010246","156.0",1315,"complex St-Niklaas-West (14)"
A0010001,"27.19",R11,"154312.1565","201588.4981",S292L20,"51.12434865","4.430349515","256.0",2646,"Complex nr 7 Kontich"
A0140002,"82.752",R12,"133987.6971","202818.7181",H191L30,"51.13520273","4.139987525","156.0",1314,"complex St-Niklaas-West (14)"
A0010001,"27.19",R10,"154312.1565","201588.4981",S292L10,"51.12434865","4.430349515","256.0",2645,"Complex nr 7 Kontich"
A0140002,"82.752",R11,"133987.6971","202818.7181",H191L20,"51.13520273","4.139987525","156.0",1313,"complex St-Niklaas-West (14)"
A0011161,"0.456",R10,"154221.2471","201883.1401",H105L10,"51.12699777","4.429054448","256.0",2644,"Complex nr 7 Kontich"
A0140002,"82.752",R10,"133987.6971","202818.7181",H191L10,"51.13520273","4.139987525","156.0",1312,"complex St-Niklaas-West (14)"
A0011121,"0.152",R10,"154207.8243","202145.5363",H107L10,"51.12935648","4.428865778","256.0",2643,"Complex nr 7 Kontich"
A0140001,"82.75",R12,"133992.6363","202801.0751",H192L30,"51.13504428","4.140058866","156.0",1311,"complex St-Niklaas-West (14)"
A0010002,"27.596",R12,"154256.4767","201991.6883",H191L30,"51.12797322","4.429558969","256.0",2642,"Complex nr 7 Kontich"
A0140001,"82.75",R11,"133992.6363","202801.0751",H192L20,"51.13504428","4.140058866","156.0",1310,"complex St-Niklaas-West (14)"
A0010002,"27.596",R11,"154256.4767","201991.6883",H191L20,"51.12797322","4.429558969","256.0",2641,"Complex nr 7 Kontich"
A0010002,"27.596",R10,"154256.4767","201991.6883",H191L10,"51.12797322","4.429558969","256.0",2640,"Complex nr 7 Kontich"
R0010002,"6.166",R10,"155717.9661","211864.6475",H191L10,"51.21670409","4.450592783","506.0",3971,"R1 RSS Snede kmpt 6.2"
R0010002,"6.166",R11,"155717.9661","211864.6475",H191L20,"51.21670409","4.450592783","506.0",3972,"R1 RSS Snede kmpt 6.2"
R0010002,"6.166",R12,"155717.9661","211864.6475",H191L30,"51.21670409","4.450592783","506.0",3973,"R1 RSS Snede kmpt 6.2"
R0010002,"6.166",R13,"155717.9661","211864.6475",H191L40,"51.21670409","4.450592783","506.0",3974,"R1 RSS Snede kmpt 6.2"
R0010001,"6.57",R09,"155515.8099","211510.2607",H292L10,"51.2135207","4.447694087","507.0",3975,"R1 RSS Snede kmpt 7.0"
A0142011,"0.07",R10,"134000.6167","202768.6111",H108L10,"51.13475269","4.140174305","156.0",1319,"complex St-Niklaas-West (14)"
R0010001,"6.57",R10,"155515.8099","211510.2607",H292L20,"51.2135207","4.447694087","507.0",3976,"R1 RSS Snede kmpt 7.0"
A0011151,"0.438",R10,"154354.6647","201715.7775",S206L10,"51.1254924","4.430958229","256.0",2649,"Complex nr 7 Kontich"
A0145061,None,R11,"134004.0093","202838.3285",H151L20,"51.13537945","4.140219717","156.0",1318,"complex St-Niklaas-West (14)"
R0010001,"6.57",R11,"155515.8099","211510.2607",H292L30,"51.2135207","4.447694087","507.0",3977,"R1 RSS Snede kmpt 7.0"
A0145061,None,R10,"134004.0093","202838.3285",H151L10,"51.13537945","4.140219717","156.0",1317,"complex St-Niklaas-West (14)"
A0011111,"0.201",R10,"154381.1229","201518.0391",S208L10,"51.12371479","4.431333754","256.0",2648,"Complex nr 7 Kontich"
R0010001,"6.57",R12,"155515.8099","211510.2607",H292L40,"51.2135207","4.447694087","507.0",3978,"R1 RSS Snede kmpt 7.0"
R0010002,"7.138",R11,"155249.0275","211012.7995",H291L50,"51.20905182","4.443868896","508.0",3990,"R1 RSS Snede kmpt7.1"
R0010002,"7.138",R12,"155249.0275","211012.7995",H291L60,"51.20905182","4.443868896","508.0",3991,"R1 RSS Snede kmpt7.1"
R0010001,"7.16",R10,"155215.8501","211002.3175",H292L10,"51.20895791","4.443393987","508.0",3992,"R1 RSS Snede kmpt7.1"
A0142121,"0.029",R10,"135874.0093","203393.1731",S271L10,"51.14041531","4.166914984","157.0",1330,"complex St-Niklaas-Centrum (15) (deel 1)"
A0120002,"50.765",R10,"147666.6005","227371.5843",S191L10,"51.35610701","4.335263542","295.0",2661,"Complex nr 12 Berendrecht"
A0122751,"0.024",R10,"147784.5765","227288.1965",H106L10,"51.35535799","4.336957579","295.0",2660,"Complex nr 12 Berendrecht"
A0142171,"0.388",R11,"135975.0461","203327.1877",H106L20,"51.13982464","4.168361192","157.0",1327,"complex St-Niklaas-Centrum (15) (deel 1)"
A0120001,"50.426",R11,"147898.4327","227103.5847",H192L20,"51.35369913","4.338593001","295.0",2658,"Complex nr 12 Berendrecht"
A0142171,"0.388",R10,"135975.0461","203327.1877",H106L10,"51.13982464","4.168361192","157.0",1326,"complex St-Niklaas-Centrum (15) (deel 1)"
A0120001,"50.426",R10,"147898.4327","227103.5847",H192L10,"51.35369913","4.338593001","295.0",2657,"Complex nr 12 Berendrecht"
A0142131,"0.051",R10,"135811.1469","203287.9099",H108L10,"51.1394676","4.166020864","157.0",1325,"complex St-Niklaas-Centrum (15) (deel 1)"
A0120561,"0.036",R10,"147569.7033","179980.6637",H106L10,"50.93012703","4.334183187","277.0",2656,"Oprit Meise Plantentuin"
A0145051,"2.341",R11,"135835.9405","203315.2437",H182L20,"51.1397139","4.166374061","157.0",1324,"complex St-Niklaas-Centrum (15) (deel 1)"
A0120001,"4.459",R12,"147638.5733","179896.7907",H192L30,"50.92937335","4.335163363","277.0",2655,"Oprit Meise Plantentuin"
A0145051,"2.341",R10,"135835.9405","203315.2437",H182L10,"51.1397139","4.166374061","157.0",1323,"complex St-Niklaas-Centrum (15) (deel 1)"
A0120001,"4.459",R11,"147638.5733","179896.7907",H192L20,"50.92937335","4.335163363","277.0",2654,"Oprit Meise Plantentuin"
A0142021,"0.03",R10,"134537.8227","203004.4031",S107L10,"51.13688671","4.147839281","156.0",1322,"complex St-Niklaas-West (14)"
A0120001,"4.459",R10,"147638.5733","179896.7907",H192L10,"50.92937335","4.335163363","277.0",2653,"Oprit Meise Plantentuin"
A0142051,"0.271",R10,"134527.4755","202920.6781",S106L10,"51.13613386","4.147694996","156.0",1321,"complex St-Niklaas-West (14)"
A0120002,"4.521",R12,"147597.8731","179945.6133",H191L30,"50.92981207","4.334584115","277.0",2652,"Oprit Meise Plantentuin"
A0142061,"0.273",R10,"134001.7423","202850.8119",H105L10,"51.1354916","4.140186781","156.0",1320,"complex St-Niklaas-West (14)"
A0120002,"4.521",R11,"147597.8731","179945.6133",H191L20,"50.92981207","4.334584115","277.0",2651,"Oprit Meise Plantentuin"
R0010002,"6.563",R11,"155538.3983","211503.7043",H291L40,"51.21346155","4.448017249","507.0",3982,"R1 RSS Snede kmpt 7.0"
R0010002,"6.563",R12,"155538.3983","211503.7043",H291L50,"51.21346155","4.448017249","507.0",3983,"R1 RSS Snede kmpt 7.0"
R0010471,"0.689",R10,"155505.6065","211512.4975",H206L10,"51.2135409","4.447548101","507.0",3984,"R1 RSS Snede kmpt 7.0"
R0010471,"0.689",R11,"155505.6065","211512.4975",H206L20,"51.2135409","4.447548101","507.0",3985,"R1 RSS Snede kmpt 7.0"
R0010002,"7.138",R07,"155249.0275","211012.7995",H291L10,"51.20905182","4.443868896","508.0",3986,"R1 RSS Snede kmpt7.1"
R0010002,"7.138",R08,"155249.0275","211012.7995",H291L20,"51.20905182","4.443868896","508.0",3987,"R1 RSS Snede kmpt7.1"
A0145061,"0.875",R11,"135867.5195","203380.1425",S274L20,"51.14029802","4.166822758","157.0",1329,"complex St-Niklaas-Centrum (15) (deel 1)"
R0010002,"7.138",R09,"155249.0275","211012.7995",H291L30,"51.20905182","4.443868896","508.0",3988,"R1 RSS Snede kmpt7.1"
A0145061,"0.875",R10,"135867.5195","203380.1425",S274L10,"51.14029802","4.166822758","157.0",1328,"complex St-Niklaas-Centrum (15) (deel 1)"
A0122711,"0.107",R10,"147911.6775","227114.0151",H108L10,"51.35379293","4.338783059","295.0",2659,"Complex nr 12 Berendrecht"
R0010002,"7.138",R10,"155249.0275","211012.7995",H291L40,"51.20905182","4.443868896","508.0",3989,"R1 RSS Snede kmpt7.1"
A0145061,"0.407",R10,"136317.3807","203509.5575",S291L10,"51.14147207","4.173245765","157.0",1341,"complex St-Niklaas-Centrum (15) (deel 1)"
A0142151,"0.402",R10,"136454.4107","203483.3699",S161L10,"51.1412399","4.175204744","157.0",1340,"complex St-Niklaas-Centrum (15) (deel 1)"
A0011851,"0.244",R10,"168838.8137","227947.5415",H206L10,"51.36097826","4.639217765","299.0",2671,"Complex Brecht"
A0010002,"53.98",R11,"168847.4151","228040.4475",H208L20,"51.361813","4.639346122","299.0",2670,"Complex Brecht"
A0142111,"0.053",R10,"136300.6067","203424.5557",S181L10,"51.14070763","4.173009273","157.0",1338,"complex St-Niklaas-Centrum (15) (deel 1)"
A0010002,"53.98",R10,"168847.4151","228040.4475",H208L10,"51.361813","4.639346122","299.0",2669,"Complex Brecht"
A0145051,"2.86",R11,"136348.5885","203464.7903",S184L20,"51.14107041","4.173693364","157.0",1337,"complex St-Niklaas-Centrum (15) (deel 1)"
A0011881,"0.33",R10,"168424.4597","227471.6899",H291L20,"51.35671484","4.633244769","299.0",2668,"Complex Brecht"
A0145051,"2.86",R10,"136348.5885","203464.7903",S184L10,"51.14107041","4.173693364","157.0",1336,"complex St-Niklaas-Centrum (15) (deel 1)"
A0011811,"0.074",R10,"168486.8363","227467.3611",H291L10,"51.35667393","4.634139963","299.0",2667,"Complex Brecht"
A0140001,"85.194",R12,"136344.6925","203479.3159",S192L30,"51.14120088","4.173637152","157.0",1335,"complex St-Niklaas-Centrum (15) (deel 1)"
A0010001,"53.303",R11,"168473.6549","227478.8293",H292L20,"51.35677743","4.633951333","299.0",2666,"Complex Brecht"
A0140001,"85.194",R11,"136344.6925","203479.3159",S192L20,"51.14120088","4.173637152","157.0",1334,"complex St-Niklaas-Centrum (15) (deel 1)"
A0010001,"53.303",R10,"168473.6549","227478.8293",H292L10,"51.35677743","4.633951333","299.0",2665,"Complex Brecht"
A0140001,"85.194",R10,"136344.6925","203479.3159",S192L10,"51.14120088","4.173637152","157.0",1333,"complex St-Niklaas-Centrum (15) (deel 1)"
A0122761,"0.04",R10,"147755.6481","227184.2701",S105L10,"51.3544238","4.336542955","295.0",2664,"Complex nr 12 Berendrecht"
A0142161,"0.346",R11,"135755.8609","203476.8815",S251L20,"51.14116484","4.165223545","157.0",1332,"complex St-Niklaas-Centrum (15) (deel 1)"
A0122721,"0.132",R10,"147652.8845","227366.1617",S107L10,"51.35605822","4.335066685","295.0",2663,"Complex nr 12 Berendrecht"
A0142161,"0.346",R10,"135755.8609","203476.8815",S251L10,"51.14116484","4.165223545","157.0",1331,"complex St-Niklaas-Centrum (15) (deel 1)"
A0120002,"50.765",R11,"147666.6005","227371.5843",S191L20,"51.35610701","4.335263542","295.0",2662,"Complex nr 12 Berendrecht"
R0010001,"7.16",R11,"155215.8501","211002.3175",H292L20,"51.20895791","4.443393987","508.0",3993,"R1 RSS Snede kmpt7.1"
R0010001,"7.16",R12,"155215.8501","211002.3175",H292L30,"51.20895791","4.443393987","508.0",3994,"R1 RSS Snede kmpt7.1"
R0010471,"1.292",R10,"155199.5243","211005.7617",H206L10,"51.20898902","4.44316042","508.0",3995,"R1 RSS Snede kmpt7.1"
R0010471,"1.292",R11,"155199.5243","211005.7617",H206L20,"51.20898902","4.44316042","508.0",3996,"R1 RSS Snede kmpt7.1"
R0010001,"2.207",R13,"153991.6889","215137.4337",S292L40,"51.24613569","4.425922805","100.0",3997,"Complex 1 Merksem"
R0010002,"2.04",R07,"154023.1689","215305.6397",H121L10,"51.24764736","4.426375522","100.0",3998,"Complex 1 Merksem"
R0010002,"2.04",R08,"154023.1689","215305.6397",H105L10,"51.24764736","4.426375522","100.0",3999,"Complex 1 Merksem"
A0142111,"0.053",R11,"136300.6067","203424.5557",S181L20,"51.14070763","4.173009273","157.0",1339,"complex St-Niklaas-Centrum (15) (deel 1)"
A0100002,"19.937",R11,"125785.6729","179237.0565",H191L20,"50.92294458","4.024365794","158.0",1352,"complex Aalst (19) (westzijde)"
A0190002,"0.884",R10,"67845.0011","169327.4667",H191L10,"50.82857283","3.202606775","359.0",2683,"Complex nr 1 Gullegem"
A0100002,"19.937",R10,"125785.6729","179237.0565",H191L10,"50.92294458","4.024365794","158.0",1351,"complex Aalst (19) (westzijde)"
A0180611,"0.045",R10,"49627.2107","206243.9693",S108L10,"51.15750242","2.933953571","358.0",2682,"Complex nr 5 Gistel"
A0100001,"19.935",R12,"125796.3115","179248.9083",H192L30,"50.92305155","4.02451632","158.0",1350,"complex Aalst (19) (westzijde)"
A0180661,"0.373",R10,"49575.7779","206283.9717",S105L10,"51.15785298","2.933207486","358.0",2681,"Complex nr 5 Gistel"
A0180651,"0.399",R10,"49795.8479","206348.0765",H106L10,"51.15846727","2.936334905","358.0",2680,"Complex nr 5 Gistel"
A0100001,"19.935",R11,"125796.3115","179248.9083",H192L20,"50.92305155","4.02451632","158.0",1349,"complex Aalst (19) (westzijde)"
A0100001,"19.935",R10,"125796.3115","179248.9083",H192L10,"50.92305155","4.02451632","158.0",1348,"complex Aalst (19) (westzijde)"
A0180641,"0.072",R10,"49757.1539","206394.6711",H107L10,"51.1588793","2.935769063","358.0",2679,"Complex nr 5 Gistel"
A0180001,"36.054",R11,"49739.8131","206336.3465",H192L20,"51.15835214","2.935537319","358.0",2678,"Complex nr 5 Gistel"
A0180001,"36.054",R10,"49739.8131","206336.3465",H192L10,"51.15835214","2.935537319","358.0",2677,"Complex nr 5 Gistel"
A0180002,"36.049",R11,"49730.8473","206355.8481",H191L20,"51.15852584","2.935403806","358.0",2676,"Complex nr 5 Gistel"
A0142181,"0.374",R10,"136134.2947","203475.6385",S272L10,"51.14116284","4.170630957","157.0",1344,"complex St-Niklaas-Centrum (15) (deel 1)"
A0180002,"36.049",R10,"49730.8473","206355.8481",H191L10,"51.15852584","2.935403806","358.0",2675,"Complex nr 5 Gistel"
A0142141,"0.037",R10,"136304.6045","203526.2875",S291L30,"51.14162215","4.173062579","157.0",1343,"complex St-Niklaas-Centrum (15) (deel 1)"
A0122361,"0.777",R10,"152965.8437","219627.2705",H205L10,"51.28649762","4.411269041","337.0",2674,"Complex nr 15 Leugenberg deel 2"
A0145061,"0.407",R11,"136317.3807","203509.5575",S291L20,"51.14147207","4.173245765","157.0",1342,"complex St-Niklaas-Centrum (15) (deel 1)"
A0122311,"0.397",R10,"152980.9247","219607.5449",H208L10,"51.28632025","4.411485038","337.0",2673,"Complex nr 15 Leugenberg deel 2"
A0100631,"0.017",R10,"126472.9005","178673.6859",H108L10,"50.91790849","4.034175759","159.0",1363,"complex Aalst (19) (oostzijde)"
A0190811,"0.06",R10,"48032.1851","174743.8267",H108L10,"50.87412127","2.919939792","360.0",2694,"Complex nr 5 Ieper-Noord"
A0105011,"0.175",R11,"126451.2739","178673.2265",H182L20,"50.91790349","4.033868242","159.0",1362,"complex Aalst (19) (oostzijde)"
A0190351,"0.106",R10,"67790.4835","169385.5735",H106L10,"50.82908743","3.201820101","359.0",2693,"Complex nr 1 Gullegem"
A0105011,"0.175",R10,"126451.2739","178673.2265",H182L10,"50.91790349","4.033868242","159.0",1361,"complex Aalst (19) (oostzijde)"
